5,0.0
10,0.0
15,0.0
20,0.0
25,0.0
30,0.0
35,0.0
40,0.0
45,0.0
50,0.0
55,0.0
60,0.0
65,0.0
70,0.0
75,0.0
80,0.0
85,0.0
90,0.0
95,0.0
200,0.0
300,0.008
400,0.032
500,0.056
600,0.11
700,0.17
800,0.22
1000,0.38
2000,2.9
3000,10.0
4000,25.0
5000,52.0
6000,86.0
7000,130.0
